date,city,group,twin_pair,daily_sales
2025-06-25,Boston,Control,Chicago / Boston,15221.45
2025-06-26,Boston,Control,Chicago / Boston,15415.96
2025-06-27,Boston,Control,Chicago / Boston,14947.73
2025-06-28,Boston,Control,Chicago / Boston,15774.15
2025-06-29,Boston,Control,Chicago / Boston,16979.89
2025-06-30,Boston,Control,Chicago / Boston,14493.27
2025-07-01,Boston,Control,Chicago / Boston,14575.77
2025-07-02,Boston,Control,Chicago / Boston,14859.85
2025-07-03,Boston,Control,Chicago / Boston,15367.67
2025-07-04,Boston,Control,Chicago / Boston,16391.75
2025-07-05,Boston,Control,Chicago / Boston,16314.79
2025-07-06,Boston,Control,Chicago / Boston,16331.91
2025-07-07,Boston,Control,Chicago / Boston,14721.7
2025-07-08,Boston,Control,Chicago / Boston,14933.25
2025-07-09,Boston,Control,Chicago / Boston,13631.15
2025-07-10,Boston,Control,Chicago / Boston,14563.05
2025-07-11,Boston,Control,Chicago / Boston,14782.37
2025-07-12,Boston,Control,Chicago / Boston,15620.31
2025-07-13,Boston,Control,Chicago / Boston,16258.05
2025-07-14,Boston,Control,Chicago / Boston,14571.32
2025-07-15,Boston,Control,Chicago / Boston,15385.25
2025-07-16,Boston,Control,Chicago / Boston,15298.72
2025-07-17,Boston,Control,Chicago / Boston,14431.88
2025-07-18,Boston,Control,Chicago / Boston,14552.99
2025-07-19,Boston,Control,Chicago / Boston,16003.47
2025-07-20,Boston,Control,Chicago / Boston,15832.4
2025-07-21,Boston,Control,Chicago / Boston,14660.95
2025-07-22,Boston,Control,Chicago / Boston,14246.89
2025-07-23,Boston,Control,Chicago / Boston,14076.24
2025-07-24,Boston,Control,Chicago / Boston,14797.76
2025-07-25,Boston,Control,Chicago / Boston,14785.15
2025-07-26,Boston,Control,Chicago / Boston,15596.88
2025-07-27,Boston,Control,Chicago / Boston,16294.1
2025-07-28,Boston,Control,Chicago / Boston,14205.58
2025-07-29,Boston,Control,Chicago / Boston,14559.39
2025-07-30,Boston,Control,Chicago / Boston,14779.27
2025-07-31,Boston,Control,Chicago / Boston,14401.72
2025-08-01,Boston,Control,Chicago / Boston,14587.39
2025-08-02,Boston,Control,Chicago / Boston,15589.53
2025-08-03,Boston,Control,Chicago / Boston,15703.42
2025-08-04,Boston,Control,Chicago / Boston,14248.46
2025-08-05,Boston,Control,Chicago / Boston,13999.84
2025-08-06,Boston,Control,Chicago / Boston,14217.13
2025-08-07,Boston,Control,Chicago / Boston,13618.44
2025-08-08,Boston,Control,Chicago / Boston,14039.57
2025-08-09,Boston,Control,Chicago / Boston,15532.73
2025-08-10,Boston,Control,Chicago / Boston,15520.84
2025-08-11,Boston,Control,Chicago / Boston,14072.6
2025-08-12,Boston,Control,Chicago / Boston,14123.24
2025-08-13,Boston,Control,Chicago / Boston,14325.26
2025-08-14,Boston,Control,Chicago / Boston,14465.48
2025-08-15,Boston,Control,Chicago / Boston,13799.15
2025-08-16,Boston,Control,Chicago / Boston,14970.17
2025-08-17,Boston,Control,Chicago / Boston,15010.92
2025-08-18,Boston,Control,Chicago / Boston,13786.63
2025-08-19,Boston,Control,Chicago / Boston,13815.74
2025-08-20,Boston,Control,Chicago / Boston,13612.08
2025-08-21,Boston,Control,Chicago / Boston,13362.69
2025-08-22,Boston,Control,Chicago / Boston,13686.71
2025-08-23,Boston,Control,Chicago / Boston,15355.38
2025-08-24,Boston,Control,Chicago / Boston,15499.66
2025-08-25,Boston,Control,Chicago / Boston,13555.88
2025-08-26,Boston,Control,Chicago / Boston,13586.5
2025-08-27,Boston,Control,Chicago / Boston,13340.4
2025-08-28,Boston,Control,Chicago / Boston,13685.79
2025-08-29,Boston,Control,Chicago / Boston,13311.77
2025-08-30,Boston,Control,Chicago / Boston,15307.68
2025-08-31,Boston,Control,Chicago / Boston,14285.52
2025-09-01,Boston,Control,Chicago / Boston,14522.91
2025-09-02,Boston,Control,Chicago / Boston,13668.58
2025-09-03,Boston,Control,Chicago / Boston,13587.26
2025-09-04,Boston,Control,Chicago / Boston,14608.87
2025-09-05,Boston,Control,Chicago / Boston,13592.27
2025-09-06,Boston,Control,Chicago / Boston,14421.03
2025-09-07,Boston,Control,Chicago / Boston,14769.86
2025-09-08,Boston,Control,Chicago / Boston,12600.99
2025-09-09,Boston,Control,Chicago / Boston,13280.09
2025-09-10,Boston,Control,Chicago / Boston,12930.85
2025-09-11,Boston,Control,Chicago / Boston,13631.88
2025-09-12,Boston,Control,Chicago / Boston,12983.19
2025-09-13,Boston,Control,Chicago / Boston,14561.44
2025-09-14,Boston,Control,Chicago / Boston,14309.95
2025-09-15,Boston,Control,Chicago / Boston,13843.55
2025-09-16,Boston,Control,Chicago / Boston,12944.59
2025-09-17,Boston,Control,Chicago / Boston,13815.43
2025-09-18,Boston,Control,Chicago / Boston,13353.91
2025-09-19,Boston,Control,Chicago / Boston,13180.62
2025-09-20,Boston,Control,Chicago / Boston,14529.21
2025-09-21,Boston,Control,Chicago / Boston,14505.93
2025-09-22,Boston,Control,Chicago / Boston,12067.12
2025-09-23,Boston,Control,Chicago / Boston,12725.86
2025-09-24,Boston,Control,Chicago / Boston,13164.24
2025-09-25,Boston,Control,Chicago / Boston,12755.07
2025-09-26,Boston,Control,Chicago / Boston,12151.84
2025-09-27,Boston,Control,Chicago / Boston,14116.49
2025-09-28,Boston,Control,Chicago / Boston,14820.81
2025-09-29,Boston,Control,Chicago / Boston,13165.46
2025-09-30,Boston,Control,Chicago / Boston,12582.52
2025-10-01,Boston,Control,Chicago / Boston,12975.09
2025-10-02,Boston,Control,Chicago / Boston,12388.62
2025-10-03,Boston,Control,Chicago / Boston,11794.14
2025-10-04,Boston,Control,Chicago / Boston,13518.87
2025-10-05,Boston,Control,Chicago / Boston,14531.12
2025-10-06,Boston,Control,Chicago / Boston,12297.37
2025-10-07,Boston,Control,Chicago / Boston,12278.17
2025-10-08,Boston,Control,Chicago / Boston,12222.61
2025-10-09,Boston,Control,Chicago / Boston,13116.66
2025-10-10,Boston,Control,Chicago / Boston,12968.43
2025-10-11,Boston,Control,Chicago / Boston,14616.27
2025-10-12,Boston,Control,Chicago / Boston,13586.7
2025-10-13,Boston,Control,Chicago / Boston,12317.05
2025-10-14,Boston,Control,Chicago / Boston,11525.56
2025-10-15,Boston,Control,Chicago / Boston,12752.81
2025-10-16,Boston,Control,Chicago / Boston,11612.29
2025-10-17,Boston,Control,Chicago / Boston,12164.37
2025-10-18,Boston,Control,Chicago / Boston,13013.35
2025-10-19,Boston,Control,Chicago / Boston,13198.12
2025-10-20,Boston,Control,Chicago / Boston,11635.37
2025-10-21,Boston,Control,Chicago / Boston,11703.64
2025-10-22,Boston,Control,Chicago / Boston,11704.82
2025-10-23,Boston,Control,Chicago / Boston,11673.65
2025-10-24,Boston,Control,Chicago / Boston,12226.99
2025-10-25,Boston,Control,Chicago / Boston,12816.4
2025-10-26,Boston,Control,Chicago / Boston,13346.94
2025-10-27,Boston,Control,Chicago / Boston,12310.15
2025-10-28,Boston,Control,Chicago / Boston,11557.77
2025-10-29,Boston,Control,Chicago / Boston,11446.94
2025-10-30,Boston,Control,Chicago / Boston,11627.25
2025-10-31,Boston,Control,Chicago / Boston,12195.61
2025-11-01,Boston,Control,Chicago / Boston,13188.17
2025-11-02,Boston,Control,Chicago / Boston,12860.53
2025-11-03,Boston,Control,Chicago / Boston,11834.35
2025-11-04,Boston,Control,Chicago / Boston,11146.14
2025-11-05,Boston,Control,Chicago / Boston,11873.75
2025-11-06,Boston,Control,Chicago / Boston,11738.18
2025-11-07,Boston,Control,Chicago / Boston,11416.79
2025-11-08,Boston,Control,Chicago / Boston,12603.89
2025-11-09,Boston,Control,Chicago / Boston,12564.26
2025-11-10,Boston,Control,Chicago / Boston,11712.4
2025-11-11,Boston,Control,Chicago / Boston,11985.61
2025-11-12,Boston,Control,Chicago / Boston,11183.99
2025-11-13,Boston,Control,Chicago / Boston,11626.97
2025-11-14,Boston,Control,Chicago / Boston,10541.26
2025-11-15,Boston,Control,Chicago / Boston,12586.21
2025-11-16,Boston,Control,Chicago / Boston,12803.23
2025-11-17,Boston,Control,Chicago / Boston,10989.34
2025-11-18,Boston,Control,Chicago / Boston,10963.79
2025-11-19,Boston,Control,Chicago / Boston,11062.99
2025-11-20,Boston,Control,Chicago / Boston,11453.13
2025-11-21,Boston,Control,Chicago / Boston,11239.29
2025-11-22,Boston,Control,Chicago / Boston,11796.11
2025-11-23,Boston,Control,Chicago / Boston,11834.29
2025-11-24,Boston,Control,Chicago / Boston,11029.56
2025-11-25,Boston,Control,Chicago / Boston,11466.78
2025-11-26,Boston,Control,Chicago / Boston,10111.35
2025-11-27,Boston,Control,Chicago / Boston,14346.82
2025-11-28,Boston,Control,Chicago / Boston,15977.74
2025-11-29,Boston,Control,Chicago / Boston,13254.59
2025-11-30,Boston,Control,Chicago / Boston,12503.16
2025-12-01,Boston,Control,Chicago / Boston,11389.79
2025-12-02,Boston,Control,Chicago / Boston,11282.99
2025-12-03,Boston,Control,Chicago / Boston,10324.24
2025-12-04,Boston,Control,Chicago / Boston,11537.82
2025-12-05,Boston,Control,Chicago / Boston,11302.42
2025-12-06,Boston,Control,Chicago / Boston,12852.89
2025-12-07,Boston,Control,Chicago / Boston,14286.59
2025-12-08,Boston,Control,Chicago / Boston,10331.1
2025-12-09,Boston,Control,Chicago / Boston,11930.35
2025-12-10,Boston,Control,Chicago / Boston,11085.5
2025-12-11,Boston,Control,Chicago / Boston,11327.85
2025-12-12,Boston,Control,Chicago / Boston,11189.71
2025-12-13,Boston,Control,Chicago / Boston,12463.0
2025-12-14,Boston,Control,Chicago / Boston,12404.92
2025-12-15,Boston,Control,Chicago / Boston,11356.41
2025-12-16,Boston,Control,Chicago / Boston,10585.29
2025-12-17,Boston,Control,Chicago / Boston,11542.93
2025-12-18,Boston,Control,Chicago / Boston,11058.79
2025-12-19,Boston,Control,Chicago / Boston,10765.57
2025-12-20,Boston,Control,Chicago / Boston,12488.52
2025-12-21,Boston,Control,Chicago / Boston,13213.56
2025-12-22,Boston,Control,Chicago / Boston,11039.46
2025-12-23,Boston,Control,Chicago / Boston,11424.31
2025-12-24,Boston,Control,Chicago / Boston,13726.92
2025-12-25,Boston,Control,Chicago / Boston,13263.12
2025-12-26,Boston,Control,Chicago / Boston,11594.29
2025-12-27,Boston,Control,Chicago / Boston,13525.08
2025-12-28,Boston,Control,Chicago / Boston,12687.93
2025-12-29,Boston,Control,Chicago / Boston,11626.2
2025-12-30,Boston,Control,Chicago / Boston,11400.95
2025-12-31,Boston,Control,Chicago / Boston,13019.13
2025-01-01,Dallas,Test,Dallas / Atlanta,8271.09
2025-01-02,Dallas,Test,Dallas / Atlanta,8320.82
2025-01-03,Dallas,Test,Dallas / Atlanta,7995.79
2025-01-04,Dallas,Test,Dallas / Atlanta,9330.56
2025-01-05,Dallas,Test,Dallas / Atlanta,9401.0
2025-01-06,Dallas,Test,Dallas / Atlanta,8199.58
2025-01-07,Dallas,Test,Dallas / Atlanta,8082.26
2025-01-08,Dallas,Test,Dallas / Atlanta,8217.22
2025-01-09,Dallas,Test,Dallas / Atlanta,8724.38
2025-01-10,Dallas,Test,Dallas / Atlanta,8527.85
2025-01-11,Dallas,Test,Dallas / Atlanta,9777.32
2025-01-12,Dallas,Test,Dallas / Atlanta,9318.26
2025-01-13,Dallas,Test,Dallas / Atlanta,7906.44
2025-01-14,Dallas,Test,Dallas / Atlanta,8589.28
2025-01-15,Dallas,Test,Dallas / Atlanta,8580.04
2025-01-16,Dallas,Test,Dallas / Atlanta,8814.6
2025-01-17,Dallas,Test,Dallas / Atlanta,8087.25
2025-01-18,Dallas,Test,Dallas / Atlanta,9516.76
2025-01-19,Dallas,Test,Dallas / Atlanta,9030.36
2025-01-20,Dallas,Test,Dallas / Atlanta,8226.94
2025-01-21,Dallas,Test,Dallas / Atlanta,8749.09
2025-01-22,Dallas,Test,Dallas / Atlanta,8244.95
2025-01-23,Dallas,Test,Dallas / Atlanta,8666.47
2025-01-24,Dallas,Test,Dallas / Atlanta,8390.76
2025-01-25,Dallas,Test,Dallas / Atlanta,9873.89
2025-01-26,Dallas,Test,Dallas / Atlanta,9368.38
2025-01-27,Dallas,Test,Dallas / Atlanta,8562.97
2025-01-28,Dallas,Test,Dallas / Atlanta,7480.66
2025-01-29,Dallas,Test,Dallas / Atlanta,8515.77
2025-01-30,Dallas,Test,Dallas / Atlanta,8022.08
2025-01-31,Dallas,Test,Dallas / Atlanta,9069.61
2025-02-01,Dallas,Test,Dallas / Atlanta,10216.12
2025-02-02,Dallas,Test,Dallas / Atlanta,10131.44
2025-02-03,Dallas,Test,Dallas / Atlanta,9264.58
2025-02-04,Dallas,Test,Dallas / Atlanta,8403.37
2025-02-05,Dallas,Test,Dallas / Atlanta,9402.36
2025-02-06,Dallas,Test,Dallas / Atlanta,9137.59
2025-02-07,Dallas,Test,Dallas / Atlanta,8745.9
2025-02-08,Dallas,Test,Dallas / Atlanta,10543.29
2025-02-09,Dallas,Test,Dallas / Atlanta,9765.96
2025-02-10,Dallas,Test,Dallas / Atlanta,8623.49
2025-02-11,Dallas,Test,Dallas / Atlanta,8731.65
2025-02-12,Dallas,Test,Dallas / Atlanta,8791.06
2025-02-13,Dallas,Test,Dallas / Atlanta,8632.2
2025-02-14,Dallas,Test,Dallas / Atlanta,10268.25
2025-02-15,Dallas,Test,Dallas / Atlanta,10256.43
2025-02-16,Dallas,Test,Dallas / Atlanta,10508.49
2025-02-17,Dallas,Test,Dallas / Atlanta,8934.53
2025-02-18,Dallas,Test,Dallas / Atlanta,8516.98
2025-02-19,Dallas,Test,Dallas / Atlanta,9302.42
2025-02-20,Dallas,Test,Dallas / Atlanta,8549.87
2025-02-21,Dallas,Test,Dallas / Atlanta,9246.9
2025-02-22,Dallas,Test,Dallas / Atlanta,10086.59
2025-02-23,Dallas,Test,Dallas / Atlanta,11328.42
2025-02-24,Dallas,Test,Dallas / Atlanta,9701.14
2025-02-25,Dallas,Test,Dallas / Atlanta,9445.39
2025-02-26,Dallas,Test,Dallas / Atlanta,9896.74
2025-02-27,Dallas,Test,Dallas / Atlanta,9171.82
2025-02-28,Dallas,Test,Dallas / Atlanta,9707.04
2025-03-01,Dallas,Test,Dallas / Atlanta,10892.39
2025-03-02,Dallas,Test,Dallas / Atlanta,10950.76
2025-03-03,Dallas,Test,Dallas / Atlanta,10075.19
2025-03-04,Dallas,Test,Dallas / Atlanta,9916.43
2025-03-05,Dallas,Test,Dallas / Atlanta,9792.42
2025-03-06,Dallas,Test,Dallas / Atlanta,9128.6
2025-03-07,Dallas,Test,Dallas / Atlanta,9414.77
2025-03-08,Dallas,Test,Dallas / Atlanta,11026.37
2025-03-09,Dallas,Test,Dallas / Atlanta,11140.43
2025-03-10,Dallas,Test,Dallas / Atlanta,9462.32
2025-03-11,Dallas,Test,Dallas / Atlanta,10773.88
2025-03-12,Dallas,Test,Dallas / Atlanta,10488.15
2025-03-13,Dallas,Test,Dallas / Atlanta,10195.66
2025-03-14,Dallas,Test,Dallas / Atlanta,10041.56
2025-03-15,Dallas,Test,Dallas / Atlanta,11250.02
2025-03-16,Dallas,Test,Dallas / Atlanta,11020.57
2025-03-17,Dallas,Test,Dallas / Atlanta,10154.05
2025-03-18,Dallas,Test,Dallas / Atlanta,10255.88
2025-03-19,Dallas,Test,Dallas / Atlanta,9753.01
2025-03-20,Dallas,Test,Dallas / Atlanta,10357.32
2025-03-21,Dallas,Test,Dallas / Atlanta,10218.11
2025-03-22,Dallas,Test,Dallas / Atlanta,10898.17
2025-03-23,Dallas,Test,Dallas / Atlanta,11312.22
2025-03-24,Dallas,Test,Dallas / Atlanta,10236.02
2025-03-25,Dallas,Test,Dallas / Atlanta,11101.41
2025-03-26,Dallas,Test,Dallas / Atlanta,10659.1
2025-03-27,Dallas,Test,Dallas / Atlanta,10014.81
2025-03-28,Dallas,Test,Dallas / Atlanta,10707.35
2025-03-29,Dallas,Test,Dallas / Atlanta,11286.07
2025-03-30,Dallas,Test,Dallas / Atlanta,12269.52
2025-03-31,Dallas,Test,Dallas / Atlanta,10472.72
2025-04-01,Dallas,Test,Dallas / Atlanta,10645.1
2025-04-02,Dallas,Test,Dallas / Atlanta,11192.47
2025-04-03,Dallas,Test,Dallas / Atlanta,10288.08
2025-04-04,Dallas,Test,Dallas / Atlanta,10284.65
2025-04-05,Dallas,Test,Dallas / Atlanta,11887.54
2025-04-06,Dallas,Test,Dallas / Atlanta,12507.34
2025-04-07,Dallas,Test,Dallas / Atlanta,10348.3
2025-04-08,Dallas,Test,Dallas / Atlanta,9911.28
2025-04-09,Dallas,Test,Dallas / Atlanta,10803.87
2025-04-10,Dallas,Test,Dallas / Atlanta,11200.17
2025-04-11,Dallas,Test,Dallas / Atlanta,11468.71
2025-04-12,Dallas,Test,Dallas / Atlanta,12178.77
2025-04-13,Dallas,Test,Dallas / Atlanta,12232.08
2025-04-14,Dallas,Test,Dallas / Atlanta,11556.08
2025-04-15,Dallas,Test,Dallas / Atlanta,10501.84
2025-04-16,Dallas,Test,Dallas / Atlanta,11069.13
2025-04-17,Dallas,Test,Dallas / Atlanta,11311.37
2025-04-18,Dallas,Test,Dallas / Atlanta,11438.11
2025-04-19,Dallas,Test,Dallas / Atlanta,12400.19
2025-04-20,Dallas,Test,Dallas / Atlanta,12629.19
2025-04-21,Dallas,Test,Dallas / Atlanta,10479.81
2025-04-22,Dallas,Test,Dallas / Atlanta,11171.18
2025-04-23,Dallas,Test,Dallas / Atlanta,11603.67
2025-04-24,Dallas,Test,Dallas / Atlanta,11118.76
2025-04-25,Dallas,Test,Dallas / Atlanta,11525.3
2025-04-26,Dallas,Test,Dallas / Atlanta,12970.31
2025-04-27,Dallas,Test,Dallas / Atlanta,12717.19
2025-04-28,Dallas,Test,Dallas / Atlanta,11658.63
2025-04-29,Dallas,Test,Dallas / Atlanta,11281.1
2025-04-30,Dallas,Test,Dallas / Atlanta,11583.4
2025-05-01,Dallas,Test,Dallas / Atlanta,11907.21
2025-05-02,Dallas,Test,Dallas / Atlanta,11773.45
2025-05-03,Dallas,Test,Dallas / Atlanta,12808.85
2025-05-04,Dallas,Test,Dallas / Atlanta,13129.41
2025-05-05,Dallas,Test,Dallas / Atlanta,12060.28
2025-05-06,Dallas,Test,Dallas / Atlanta,11093.0
2025-05-07,Dallas,Test,Dallas / Atlanta,12275.83
2025-05-08,Dallas,Test,Dallas / Atlanta,11764.7
2025-05-09,Dallas,Test,Dallas / Atlanta,12065.73
2025-05-10,Dallas,Test,Dallas / Atlanta,13643.96
2025-05-11,Dallas,Test,Dallas / Atlanta,12745.14
2025-05-12,Dallas,Test,Dallas / Atlanta,11735.13
2025-05-13,Dallas,Test,Dallas / Atlanta,11911.82
2025-05-14,Dallas,Test,Dallas / Atlanta,11758.3
2025-05-15,Dallas,Test,Dallas / Atlanta,12689.35
2025-05-16,Dallas,Test,Dallas / Atlanta,11780.22
2025-05-17,Dallas,Test,Dallas / Atlanta,13186.11
2025-05-18,Dallas,Test,Dallas / Atlanta,13482.69
2025-05-19,Dallas,Test,Dallas / Atlanta,11724.9
2025-05-20,Dallas,Test,Dallas / Atlanta,12037.33
2025-05-21,Dallas,Test,Dallas / Atlanta,12315.7
2025-05-22,Dallas,Test,Dallas / Atlanta,12102.78
2025-05-23,Dallas,Test,Dallas / Atlanta,12209.7
2025-05-24,Dallas,Test,Dallas / Atlanta,13347.01
2025-05-25,Dallas,Test,Dallas / Atlanta,13012.13
2025-05-26,Dallas,Test,Dallas / Atlanta,13398.4
2025-05-27,Dallas,Test,Dallas / Atlanta,12953.21
2025-05-28,Dallas,Test,Dallas / Atlanta,12346.37
2025-05-29,Dallas,Test,Dallas / Atlanta,12438.67
2025-05-30,Dallas,Test,Dallas / Atlanta,12624.29
2025-05-31,Dallas,Test,Dallas / Atlanta,13208.78
2025-06-01,Dallas,Test,Dallas / Atlanta,14294.98
2025-06-02,Dallas,Test,Dallas / Atlanta,12496.74
2025-06-03,Dallas,Test,Dallas / Atlanta,13026.69
2025-06-04,Dallas,Test,Dallas / Atlanta,12190.14
2025-06-05,Dallas,Test,Dallas / Atlanta,13122.83
2025-06-06,Dallas,Test,Dallas / Atlanta,12761.17
2025-06-07,Dallas,Test,Dallas / Atlanta,13968.48
2025-06-08,Dallas,Test,Dallas / Atlanta,13866.38
2025-06-09,Dallas,Test,Dallas / Atlanta,12430.88
2025-06-10,Dallas,Test,Dallas / Atlanta,12964.24
2025-06-11,Dallas,Test,Dallas / Atlanta,12593.76
2025-06-12,Dallas,Test,Dallas / Atlanta,11845.73
2025-06-13,Dallas,Test,Dallas / Atlanta,12161.81
2025-06-14,Dallas,Test,Dallas / Atlanta,13780.69
2025-06-15,Dallas,Test,Dallas / Atlanta,13968.25
2025-06-16,Dallas,Test,Dallas / Atlanta,12570.81
2025-06-17,Dallas,Test,Dallas / Atlanta,13038.01
2025-06-18,Dallas,Test,Dallas / Atlanta,11904.25
2025-06-19,Dallas,Test,Dallas / Atlanta,12665.27
2025-06-20,Dallas,Test,Dallas / Atlanta,11965.51
2025-06-21,Dallas,Test,Dallas / Atlanta,14173.35
2025-06-22,Dallas,Test,Dallas / Atlanta,13871.18
2025-06-23,Dallas,Test,Dallas / Atlanta,12787.04
2025-06-24,Dallas,Test,Dallas / Atlanta,12329.25
2025-06-25,Dallas,Test,Dallas / Atlanta,13104.59
2025-06-26,Dallas,Test,Dallas / Atlanta,13022.21
2025-06-27,Dallas,Test,Dallas / Atlanta,12859.94
2025-06-28,Dallas,Test,Dallas / Atlanta,13879.38
2025-06-29,Dallas,Test,Dallas / Atlanta,14136.37
2025-06-30,Dallas,Test,Dallas / Atlanta,12400.23
2025-07-01,Dallas,Test,Dallas / Atlanta,12963.27
2025-07-02,Dallas,Test,Dallas / Atlanta,13249.12
2025-07-03,Dallas,Test,Dallas / Atlanta,13040.24
2025-07-04,Dallas,Test,Dallas / Atlanta,13567.16
2025-07-05,Dallas,Test,Dallas / Atlanta,14056.4
2025-07-06,Dallas,Test,Dallas / Atlanta,13458.72
2025-07-07,Dallas,Test,Dallas / Atlanta,12853.75
2025-07-08,Dallas,Test,Dallas / Atlanta,12806.84
2025-07-09,Dallas,Test,Dallas / Atlanta,11967.92
2025-07-10,Dallas,Test,Dallas / Atlanta,12218.73
2025-07-11,Dallas,Test,Dallas / Atlanta,12530.46
2025-07-12,Dallas,Test,Dallas / Atlanta,13792.99
2025-07-13,Dallas,Test,Dallas / Atlanta,13460.31
2025-07-14,Dallas,Test,Dallas / Atlanta,12755.68
2025-07-15,Dallas,Test,Dallas / Atlanta,12699.62
2025-07-16,Dallas,Test,Dallas / Atlanta,12532.1
2025-07-17,Dallas,Test,Dallas / Atlanta,12322.43
2025-07-18,Dallas,Test,Dallas / Atlanta,12964.04
2025-07-19,Dallas,Test,Dallas / Atlanta,14447.97
2025-07-20,Dallas,Test,Dallas / Atlanta,13668.99
2025-07-21,Dallas,Test,Dallas / Atlanta,12339.28
2025-07-22,Dallas,Test,Dallas / Atlanta,12726.61
2025-07-23,Dallas,Test,Dallas / Atlanta,12410.56
2025-07-24,Dallas,Test,Dallas / Atlanta,12478.48
2025-07-25,Dallas,Test,Dallas / Atlanta,12783.71
2025-07-26,Dallas,Test,Dallas / Atlanta,13092.4
2025-07-27,Dallas,Test,Dallas / Atlanta,14242.25
2025-07-28,Dallas,Test,Dallas / Atlanta,12507.29
2025-07-29,Dallas,Test,Dallas / Atlanta,12320.03
2025-07-30,Dallas,Test,Dallas / Atlanta,12422.67
2025-07-31,Dallas,Test,Dallas / Atlanta,12427.47
2025-08-01,Dallas,Test,Dallas / Atlanta,11803.57
2025-08-02,Dallas,Test,Dallas / Atlanta,14224.38
2025-08-03,Dallas,Test,Dallas / Atlanta,13686.08
2025-08-04,Dallas,Test,Dallas / Atlanta,12541.3
2025-08-05,Dallas,Test,Dallas / Atlanta,12708.61
2025-08-06,Dallas,Test,Dallas / Atlanta,11982.29
2025-08-07,Dallas,Test,Dallas / Atlanta,12503.84
2025-08-08,Dallas,Test,Dallas / Atlanta,12220.16
2025-08-09,Dallas,Test,Dallas / Atlanta,13878.12
2025-08-10,Dallas,Test,Dallas / Atlanta,12789.9
2025-08-11,Dallas,Test,Dallas / Atlanta,12228.1
2025-08-12,Dallas,Test,Dallas / Atlanta,12028.5
2025-08-13,Dallas,Test,Dallas / Atlanta,12382.54
2025-08-14,Dallas,Test,Dallas / Atlanta,12377.23
2025-08-15,Dallas,Test,Dallas / Atlanta,11934.04
2025-08-16,Dallas,Test,Dallas / Atlanta,13186.88
2025-08-17,Dallas,Test,Dallas / Atlanta,13383.59
2025-08-18,Dallas,Test,Dallas / Atlanta,11806.52
2025-08-19,Dallas,Test,Dallas / Atlanta,12412.03
2025-08-20,Dallas,Test,Dallas / Atlanta,11955.32
2025-08-21,Dallas,Test,Dallas / Atlanta,11020.78
2025-08-22,Dallas,Test,Dallas / Atlanta,11911.15
2025-08-23,Dallas,Test,Dallas / Atlanta,12924.76
2025-08-24,Dallas,Test,Dallas / Atlanta,12689.67
2025-08-25,Dallas,Test,Dallas / Atlanta,11535.53
2025-08-26,Dallas,Test,Dallas / Atlanta,11998.23
2025-08-27,Dallas,Test,Dallas / Atlanta,12414.77
2025-08-28,Dallas,Test,Dallas / Atlanta,12026.62
2025-08-29,Dallas,Test,Dallas / Atlanta,11672.74
2025-08-30,Dallas,Test,Dallas / Atlanta,13306.23
2025-08-31,Dallas,Test,Dallas / Atlanta,12953.66
2025-09-01,Dallas,Test,Dallas / Atlanta,12551.54
2025-09-02,Dallas,Test,Dallas / Atlanta,11382.51
2025-09-03,Dallas,Test,Dallas / Atlanta,11143.76
2025-09-04,Dallas,Test,Dallas / Atlanta,11610.23
2025-09-05,Dallas,Test,Dallas / Atlanta,11783.54
2025-09-06,Dallas,Test,Dallas / Atlanta,12941.77
2025-09-07,Dallas,Test,Dallas / Atlanta,12802.59
2025-09-08,Dallas,Test,Dallas / Atlanta,11313.54
2025-09-09,Dallas,Test,Dallas / Atlanta,11848.55
2025-09-10,Dallas,Test,Dallas / Atlanta,11130.89
2025-09-11,Dallas,Test,Dallas / Atlanta,11859.81
2025-09-12,Dallas,Test,Dallas / Atlanta,11194.95
2025-09-13,Dallas,Test,Dallas / Atlanta,12534.11
2025-09-14,Dallas,Test,Dallas / Atlanta,12252.12
2025-09-15,Dallas,Test,Dallas / Atlanta,11300.79
2025-09-16,Dallas,Test,Dallas / Atlanta,11807.5
2025-09-17,Dallas,Test,Dallas / Atlanta,11617.07
2025-09-18,Dallas,Test,Dallas / Atlanta,11758.71
2025-09-19,Dallas,Test,Dallas / Atlanta,11569.46
2025-09-20,Dallas,Test,Dallas / Atlanta,12233.19
2025-09-21,Dallas,Test,Dallas / Atlanta,12486.44
2025-09-22,Dallas,Test,Dallas / Atlanta,11025.69
2025-09-23,Dallas,Test,Dallas / Atlanta,11760.62
2025-09-24,Dallas,Test,Dallas / Atlanta,10825.86
2025-09-25,Dallas,Test,Dallas / Atlanta,11553.57
2025-09-26,Dallas,Test,Dallas / Atlanta,11528.48
2025-09-27,Dallas,Test,Dallas / Atlanta,13114.92
2025-09-28,Dallas,Test,Dallas / Atlanta,12284.07
2025-09-29,Dallas,Test,Dallas / Atlanta,11389.38
2025-09-30,Dallas,Test,Dallas / Atlanta,11929.81
2025-10-01,Dallas,Test,Dallas / Atlanta,10861.64
2025-10-02,Dallas,Test,Dallas / Atlanta,10507.05
2025-10-03,Dallas,Test,Dallas / Atlanta,10358.65
2025-10-04,Dallas,Test,Dallas / Atlanta,12541.94
2025-10-05,Dallas,Test,Dallas / Atlanta,11583.47
2025-10-06,Dallas,Test,Dallas / Atlanta,10829.55
